rateId,baseCurrency,targetCurrency,exchangeRate,previousRate,changePercent,effectiveDate,effectiveTime,bidRate,askRate,midRate,spread,rateType,importSource,importFrequency,importStatus,lastImportDate,lastImportTime,status,settings,apiEndpoint,apiKey,dateCreated,dateModified,createdBy,modifiedBy
EUR-000001,EUR,USD,1.0847,1.0823,0.22,2024-06-03,09:00:00,1.0845,1.0849,1.0847,4,spot,ecb,daily,completed,2024-06-03,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-03,2024-06-03,system,system
EUR-000002,EUR,USD,1.0856,1.0847,0.08,2024-06-04,09:00:00,1.0854,1.0858,1.0856,4,spot,ecb,daily,completed,2024-06-04,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-04,2024-06-04,system,system
EUR-000003,EUR,USD,1.0843,1.0856,-0.12,2024-06-05,09:00:00,1.0841,1.0845,1.0843,4,spot,ecb,daily,completed,2024-06-05,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-05,2024-06-05,system,system
EUR-000004,EUR,USD,1.0862,1.0843,0.18,2024-06-06,09:00:00,1.0860,1.0864,1.0862,4,spot,ecb,daily,completed,2024-06-06,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-06,2024-06-06,system,system
EUR-000005,EUR,USD,1.0871,1.0862,0.08,2024-06-07,09:00:00,1.0869,1.0873,1.0871,4,spot,ecb,daily,completed,2024-06-07,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-07,2024-06-07,system,system
EUR-000006,EUR,USD,1.0885,1.0871,0.13,2024-06-10,09:00:00,1.0883,1.0887,1.0885,4,spot,ecb,daily,completed,2024-06-10,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-10,2024-06-10,system,system
EUR-000007,EUR,USD,1.0892,1.0885,0.06,2024-06-11,09:00:00,1.0890,1.0894,1.0892,4,spot,ecb,daily,completed,2024-06-11,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-11,2024-06-11,system,system
EUR-000008,EUR,USD,1.0878,1.0892,-0.13,2024-06-12,09:00:00,1.0876,1.0880,1.0878,4,spot,ecb,daily,completed,2024-06-12,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-12,2024-06-12,system,system
EUR-000009,EUR,USD,1.0865,1.0878,-0.12,2024-06-13,09:00:00,1.0863,1.0867,1.0865,4,spot,ecb,daily,completed,2024-06-13,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-13,2024-06-13,system,system
EUR-000010,EUR,USD,1.0852,1.0865,-0.12,2024-06-14,09:00:00,1.0850,1.0854,1.0852,4,spot,ecb,daily,completed,2024-06-14,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-14,2024-06-14,system,system
EUR-000011,EUR,USD,1.0837,1.0852,-0.14,2024-06-17,09:00:00,1.0835,1.0839,1.0837,4,spot,ecb,daily,completed,2024-06-17,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-17,2024-06-17,system,system
EUR-000012,EUR,USD,1.0845,1.0837,0.07,2024-06-18,09:00:00,1.0843,1.0847,1.0845,4,spot,ecb,daily,completed,2024-06-18,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-18,2024-06-18,system,system
EUR-000013,EUR,USD,1.0859,1.0845,0.13,2024-06-19,09:00:00,1.0857,1.0861,1.0859,4,spot,ecb,daily,completed,2024-06-19,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-19,2024-06-19,system,system
EUR-000014,EUR,USD,1.0872,1.0859,0.12,2024-06-20,09:00:00,1.0870,1.0874,1.0872,4,spot,ecb,daily,completed,2024-06-20,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-20,2024-06-20,system,system
EUR-000015,EUR,USD,1.0886,1.0872,0.13,2024-06-21,09:00:00,1.0884,1.0888,1.0886,4,spot,ecb,daily,completed,2024-06-21,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-21,2024-06-21,system,system
EUR-000016,EUR,USD,1.0901,1.0886,0.14,2024-06-24,09:00:00,1.0899,1.0903,1.0901,4,spot,ecb,daily,completed,2024-06-24,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-24,2024-06-24,system,system
EUR-000017,EUR,USD,1.0915,1.0901,0.13,2024-06-25,09:00:00,1.0913,1.0917,1.0915,4,spot,ecb,daily,completed,2024-06-25,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-25,2024-06-25,system,system
EUR-000018,EUR,USD,1.0908,1.0915,-0.06,2024-06-26,09:00:00,1.0906,1.0910,1.0908,4,spot,ecb,daily,completed,2024-06-26,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-26,2024-06-26,system,system
EUR-000019,EUR,USD,1.0923,1.0908,0.14,2024-06-27,09:00:00,1.0921,1.0925,1.0923,4,spot,ecb,daily,completed,2024-06-27,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-27,2024-06-27,system,system
EUR-000020,EUR,USD,1.0937,1.0923,0.13,2024-06-28,09:00:00,1.0935,1.0939,1.0937,4,spot,ecb,daily,completed,2024-06-28,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-06-28,2024-06-28,system,system
EUR-000021,EUR,USD,1.0951,1.0937,0.13,2024-07-01,09:00:00,1.0949,1.0953,1.0951,4,spot,ecb,daily,completed,2024-07-01,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-01,2024-07-01,system,system
EUR-000022,EUR,USD,1.0965,1.0951,0.13,2024-07-02,09:00:00,1.0963,1.0967,1.0965,4,spot,ecb,daily,completed,2024-07-02,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-02,2024-07-02,system,system
EUR-000023,EUR,USD,1.0958,1.0965,-0.06,2024-07-03,09:00:00,1.0956,1.0960,1.0958,4,spot,ecb,daily,completed,2024-07-03,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-03,2024-07-03,system,system
EUR-000024,EUR,USD,1.0972,1.0958,0.13,2024-07-04,09:00:00,1.0970,1.0974,1.0972,4,spot,ecb,daily,completed,2024-07-04,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-04,2024-07-04,system,system
EUR-000025,EUR,USD,1.0986,1.0972,0.13,2024-07-05,09:00:00,1.0984,1.0988,1.0986,4,spot,ecb,daily,completed,2024-07-05,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-05,2024-07-05,system,system
EUR-000026,EUR,USD,1.0979,1.0986,-0.06,2024-07-08,09:00:00,1.0977,1.0981,1.0979,4,spot,ecb,daily,completed,2024-07-08,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-08,2024-07-08,system,system
EUR-000027,EUR,USD,1.0993,1.0979,0.13,2024-07-09,09:00:00,1.0991,1.0995,1.0993,4,spot,ecb,daily,completed,2024-07-09,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-09,2024-07-09,system,system
EUR-000028,EUR,USD,1.1007,1.0993,0.13,2024-07-10,09:00:00,1.1005,1.1009,1.1007,4,spot,ecb,daily,completed,2024-07-10,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-10,2024-07-10,system,system
EUR-000029,EUR,USD,1.1021,1.1007,0.13,2024-07-11,09:00:00,1.1019,1.1023,1.1021,4,spot,ecb,daily,completed,2024-07-11,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-11,2024-07-11,system,system
EUR-000030,EUR,USD,1.1014,1.1021,-0.06,2024-07-12,09:00:00,1.1012,1.1016,1.1014,4,spot,ecb,daily,completed,2024-07-12,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-12,2024-07-12,system,system
EUR-000031,EUR,USD,1.1028,1.1014,0.13,2024-07-15,09:00:00,1.1026,1.1030,1.1028,4,spot,ecb,daily,completed,2024-07-15,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-15,2024-07-15,system,system
EUR-000032,EUR,USD,1.1042,1.1028,0.13,2024-07-16,09:00:00,1.1040,1.1044,1.1042,4,spot,ecb,daily,completed,2024-07-16,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-16,2024-07-16,system,system
EUR-000033,EUR,USD,1.1035,1.1042,-0.06,2024-07-17,09:00:00,1.1033,1.1037,1.1035,4,spot,ecb,daily,completed,2024-07-17,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-17,2024-07-17,system,system
EUR-000034,EUR,USD,1.1049,1.1035,0.13,2024-07-18,09:00:00,1.1047,1.1051,1.1049,4,spot,ecb,daily,completed,2024-07-18,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-18,2024-07-18,system,system
EUR-000035,EUR,USD,1.1063,1.1049,0.13,2024-07-19,09:00:00,1.1061,1.1065,1.1063,4,spot,ecb,daily,completed,2024-07-19,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-19,2024-07-19,system,system
EUR-000036,EUR,USD,1.1077,1.1063,0.13,2024-07-22,09:00:00,1.1075,1.1079,1.1077,4,spot,ecb,daily,completed,2024-07-22,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-22,2024-07-22,system,system
EUR-000037,EUR,USD,1.1070,1.1077,-0.06,2024-07-23,09:00:00,1.1068,1.1072,1.1070,4,spot,ecb,daily,completed,2024-07-23,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-23,2024-07-23,system,system
EUR-000038,EUR,USD,1.1084,1.1070,0.13,2024-07-24,09:00:00,1.1082,1.1086,1.1084,4,spot,ecb,daily,completed,2024-07-24,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-24,2024-07-24,system,system
EUR-000039,EUR,USD,1.1098,1.1084,0.13,2024-07-25,09:00:00,1.1096,1.1100,1.1098,4,spot,ecb,daily,completed,2024-07-25,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-25,2024-07-25,system,system
EUR-000040,EUR,USD,1.1112,1.1098,0.13,2024-07-26,09:00:00,1.1110,1.1114,1.1112,4,spot,ecb,daily,completed,2024-07-26,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-26,2024-07-26,system,system
EUR-000041,EUR,USD,1.1105,1.1112,-0.06,2024-07-29,09:00:00,1.1103,1.1107,1.1105,4,spot,ecb,daily,completed,2024-07-29,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-29,2024-07-29,system,system
EUR-000042,EUR,USD,1.1119,1.1105,0.13,2024-07-30,09:00:00,1.1117,1.1121,1.1119,4,spot,ecb,daily,completed,2024-07-30,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-30,2024-07-30,system,system
EUR-000043,EUR,USD,1.1133,1.1119,0.13,2024-07-31,09:00:00,1.1131,1.1135,1.1133,4,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system
EUR-000044,EUR,USD,1.1147,1.1133,0.13,2024-08-01,09:00:00,1.1145,1.1149,1.1147,4,spot,ecb,daily,completed,2024-08-01,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-08-01,2024-08-01,system,system
EUR-000045,EUR,GBP,0.8523,0.8512,0.13,2024-07-31,09:00:00,0.8521,0.8525,0.8523,4,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system
EUR-000046,EUR,JPY,165.432,165.125,0.19,2024-07-31,09:00:00,165.400,165.464,165.432,64,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system
EUR-000047,EUR,CHF,0.9687,0.9675,0.12,2024-07-31,09:00:00,0.9685,0.9689,0.9687,4,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system
EUR-000048,EUR,CAD,1.5234,1.5215,0.12,2024-07-31,09:00:00,1.5232,1.5236,1.5234,4,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system
EUR-000049,EUR,AUD,1.6789,1.6765,0.14,2024-07-31,09:00:00,1.6787,1.6791,1.6789,4,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system
EUR-000050,EUR,CNY,7.8765,7.8625,0.18,2024-07-31,09:00:00,7.8745,7.8785,7.8765,40,spot,ecb,daily,completed,2024-07-31,09:00:00,active,"autoArchive,validateRates",https://api.ecb.europa.eu/rates,ECB_API_KEY_TEST,2024-07-31,2024-07-31,system,system